ID,First Name,Last Name,Email,Password,Annual Gross Income,Federal tax,Ontario tax,CPP,EI,Net Income
430,Nathan,Kruschov,nkruschovbx@oaic.gov.au,D3kr8NR,248111.0,60057.16,23006.45,3499.8,952.74,160594.85
431,Nick,Tumpane,ntumpaneby@dagondesign.com,XKT7PZl,293133.0,74914.42,28075.44,3499.8,952.74,185690.6
432,Cherlyn,Dummer,cdummerbz@etsy.com,4fo1ks,269329.0,67059.1,25374.38,3499.8,952.74,172442.98
433,Gerladina,Alpine,galpinec0@chicagotribune.com,Hbibkpti,210016.0,47953.49,18755.05,3499.8,952.74,138854.92
434,Tomas,Gillio,tgillioc1@flickr.com,AqeKgn,104430.0,18869.4,7660.08,3499.8,952.74,73447.98
435,Amory,Conrad,aconradc2@ocn.ne.jp,dsnfo1AtLWef,68513.0,11284.33,4373.67,3499.8,952.74,48402.46
436,Lynette,Benedetti,lbenedettic3@fema.gov,9KLOn2fFM,259563.0,63836.32,24284.5,3499.8,952.74,166989.64
437,Ashli,Bukac,abukacc4@go.com,uubacnS,122442.0,23552.52,9308.18,3499.8,952.74,85128.76
438,Jourdain,Wharin,jwharinc5@theglobeandmail.com,9vT5h3,69314.0,11448.53,4446.97,3499.8,952.74,48965.96
439,Nessie,Loveitt,nloveittc6@sphinn.com,mwgNSJpnJk,183691.0,40319.24,15817.18,3499.8,952.74,123102.04
440,Maddy,Nockells,mnockellsc7@deliciousdays.com,pCBrbeHEJEgq,118328.0,22482.88,8931.75,3499.8,952.74,82460.83
441,Dottie,Davion,ddavionc8@stumbleupon.com,OiDcQYYRoRce,97182.0,17161.47,6996.89,3499.8,952.74,68571.1
442,Donica,Sickamore,dsickamorec9@cornell.edu,zRyKa2bO,228507.0,53587.84,20818.65,3499.8,952.74,149647.97
443,Jeddy,Van der Kruys,jvanderkruysca@comsenz.com,v2oQGOmW6m,140429.0,28229.14,10989.14,3499.8,952.74,96758.18
444,Delaney,Bradden,dbraddencb@state.gov,9tx2IGFjmO,30720.0,4608.0,1551.36,1751.04,485.38,22324.22
445,Rowland,Speddin,rspeddincc@google.cn,bxoeEtOPsT2k,296233.0,75937.42,28452.4,3499.8,952.74,187390.64
446,Xylina,Risborough,xrisboroughcd@japanpost.jp,u74lIy45jZq,120350.0,23008.6,9116.76,3499.8,952.74,83772.1
447,Kalle,Fontes,kfontesce@bloglines.com,wyazvY67u,134786.0,26761.96,10437.65,3499.8,952.74,93133.85
448,Otis,Batsford,obatsfordcf@plala.or.jp,vnS4VJc,58968.0,9327.6,3500.31,3361.18,931.69,41847.22
449,Charyl,Boxer,cboxercg@elegantthemes.com,XD4UskJ,249786.0,60609.91,23193.38,3499.8,952.74,161530.17
450,Kelsy,Clapston,kclapstonch@craigslist.org,zWQB16NbY,53091.0,8122.82,2962.56,3026.19,838.84,38140.59
451,Marrissa,Evill,mevillci@angelfire.com,LO8Oox8uVIoO,93943.0,16497.48,6700.52,3499.8,952.74,66292.46
452,Carmelia,Allain,callaincj@bloomberg.com,HriW4Ugc,280494.0,70743.55,26620.4,3499.8,952.74,178677.51
453,Leontine,Mahoney,lmahoneyck@microsoft.com,4senoYk,139772.0,28058.32,10915.82,3499.8,952.74,96345.32
454,Leland,Sloey,lsloeycl@unicef.org,RQfE9npxrZv,150240.0,30780.0,12084.05,3499.8,952.74,102923.41
455,Saundra,Gutridge,sgutridgecm@businessinsider.com,0lwUm4um,269513.0,67119.82,25394.92,3499.8,952.74,172545.72
456,Donnie,Antonin,dantonincn@cnbc.com,gclQxft,117383.0,22237.18,8845.28,3499.8,952.74,81848.0
457,Doll,Fearon,dfearonco@businessinsider.com,fc73OFwT,176100.0,38117.85,14970.03,3499.8,952.74,118559.58
458,Keven,Cranson,kcransoncp@rambler.ru,jyriXyqef,201455.0,45470.8,17799.64,3499.8,952.74,133732.02
459,Rochette,Monckton,rmoncktoncq@princeton.edu,ztusW6DBeKeS,224969.0,52420.3,20423.81,3499.8,952.74,147672.35
460,Gherardo,Salasar,gsalasarcr@drupal.org,JLu4QrkBgVG,276669.0,69481.3,26193.53,3499.8,952.74,176541.63
461,Welbie,Giacomini,wgiacominics@feedburner.com,EyrZbfxa,227048.0,53106.37,20655.82,3499.8,952.74,148833.27
462,Patty,Gentil,pgentilct@shop-pro.jp,DyNts5tF,125750.0,24412.6,9610.86,3499.8,952.74,87274.0
463,Libbey,Ebdin,lebdincu@gizmodo.com,xTBepJ53y,161604.0,33914.01,13352.27,3499.8,952.74,109885.18
464,Nerty,Marin,nmarincv@miibeian.gov.cn,Ta0Zx6,169805.0,36292.3,14267.5,3499.8,952.74,114792.66
465,Binnie,Grzeszczak,bgrzeszczakcw@boston.com,BV3EFVLQqR,247522.0,59862.79,22940.72,3499.8,952.74,160265.95
466,Doyle,Lowcock,dlowcockcx@ovh.net,RZUsQo8u8,284653.0,72116.02,27084.54,3499.8,952.74,180999.9
467,Elwyn,Zanre,ezanrecy@shop-pro.jp,wRjSRVx,245222.0,59103.79,22684.04,3499.8,952.74,158981.63
468,Gaston,Fibbens,gfibbenscz@shareasale.com,NYaho5,192050.0,42743.35,16750.05,3499.8,952.74,128104.06
469,Selma,Wallbutton,swallbuttond0@netvibes.com,WluvIIelnh,82415.0,14134.24,5645.71,3499.8,952.74,58182.51
470,Allsun,de Leon,adeleond1@cnbc.com,ZvnbG91qXmmt,52157.0,7931.35,2877.1,2972.95,824.08,37551.52
471,Courtenay,Elwyn,celwynd2@netscape.com,ItU6zFNR,156839.0,32532.16,12820.5,3499.8,952.74,107033.8
472,Jessalyn,Jakubowski,jjakubowskid3@sina.com.cn,C40FDm,76852.0,12993.82,5136.69,3499.8,952.74,54268.95
473,Arden,Hammatt,ahammattd4@bbc.co.uk,vIxdydE,96617.0,17045.65,6945.19,3499.8,952.74,68173.62
474,Lydia,Postan,lpostand5@cocolog-nifty.com,kbXR93vFAF,180304.0,39337.01,15439.19,3499.8,952.74,121075.26
475,Leo,Towers,ltowersd6@foxnews.com,lglpn1MR,289781.0,73808.26,27667.84,3499.8,952.74,183852.36
476,Frederico,Mattevi,fmattevid7@hp.com,52tO2A,30869.0,4630.35,1558.88,1759.53,487.73,22432.51
477,Carolan,Simla,csimlad8@sina.com.cn,dAHXrkRR,184359.0,40512.96,15891.73,3499.8,952.74,123501.77
478,Lily,Dunkerley,ldunkerleyd9@w3.org,al0RftOD,172493.0,37071.82,14567.48,3499.8,952.74,116401.16
479,Cristen,Mazzilli,cmazzillida@unesco.org,6K6oylQAS,187695.0,41480.4,16264.03,3499.8,952.74,125498.03
480,Dacy,Garnsworth,dgarnsworthdb@census.gov,98CoEQn9VAP,102450.0,18354.6,7478.91,3499.8,952.74,72163.95
481,Ximenez,Pratten,xprattendc@dot.gov,bNi0WFJlb6f5,72331.0,12067.02,4723.02,3499.8,952.74,51088.42
482,Tybi,Dornin,tdornindd@theglobeandmail.com,soglAkl,250778.0,60937.27,23304.09,3499.8,952.74,162084.1
483,Natala,Milmore,nmilmorede@mit.edu,lbf5f5,28187.0,4228.05,1423.44,1606.66,445.35,20483.5
484,Cecile,Wykey,cwykeydf@last.fm,fJpSWk0k,127089.0,24760.74,9733.38,3499.8,952.74,88142.34
485,Christye,Ballance,cballancedg@4shared.com,eZc5j8nf,75911.0,12800.92,5050.59,3499.8,952.74,53606.95
486,Alvina,Kubelka,akubelkadh@networkadvertising.org,qFgX5Hpx,185984.0,40984.21,16073.08,3499.8,952.74,124474.17
487,Chastity,Devereux,cdevereuxdi@php.net,zwrYYXY,102934.0,18480.44,7523.19,3499.8,952.74,72477.83
488,Yoshi,Corley,ycorleydj@scientificamerican.com,gKXvX6mgcK,200705.0,45253.3,17715.94,3499.8,952.74,133283.22
489,Dell,Sydry,dsydrydk@xing.com,Ym9GuH,128597.0,25152.82,9871.36,3499.8,952.74,89120.28
490,Philippine,O'Towey,potoweydl@live.com,9fxO2oKxj,138546.0,27739.56,10781.69,3499.8,952.74,95572.21
491,Theodoric,Clixby,tclixbydm@canalblog.com,kyI1XE05qbQF,103056.0,18512.16,7534.36,3499.8,952.74,72556.94
492,Alanah,Roots,arootsdn@wikipedia.org,CGWaFcid,225844.0,52709.05,20521.46,3499.8,952.74,148160.95
493,Halsy,Nusche,hnuschedo@wsj.com,JF2yUtWp,167071.0,35499.44,13962.39,3499.8,952.74,113156.63
494,Madelena,Meckiff,mmeckiffdp@tamu.edu,ezucO00hCIC,49281.0,7392.15,2613.95,2809.02,778.64,35687.24
495,Joli,Dawltrey,jdawltreydq@senate.gov,KySa4B,85833.0,14834.93,5958.45,3499.8,952.74,60587.08
496,Gennifer,Brambley,gbrambleydr@ow.ly,MJF6jKGEVf,100391.0,17819.32,7290.51,3499.8,952.74,70828.63
497,Jose,Smurfitt,jsmurfittds@so-net.ne.jp,FFFr4ryYx,96677.0,17057.95,6950.68,3499.8,952.74,68215.83
498,Lyn,Burehill,lburehilldt@purevolume.com,kWJavKY,208043.0,47381.32,18534.86,3499.8,952.74,137674.28
499,Drucill,Totton,dtottondu@ebay.com,PjSvvF,188286.0,41651.79,16329.98,3499.8,952.74,125851.69
500,Salim,Doward,sdowarddv@parallels.com,py7o9Sb5,233692.0,55298.89,21397.29,3499.8,952.74,152543.28
501,Amye,Tesauro,atesaurodw@edublogs.org,JMF0qWI,161705.0,33943.3,13363.54,3499.8,952.74,109945.62
502,Lynda,Kertess,lkertessdx@independent.co.uk,9ubR9uS1avz,28386.0,4257.9,1433.49,1618.0,448.5,20628.11
503,Julie,Yakovlev,jyakovlevdy@bloglovin.com,QoB1c8nLSUt9,139800.0,28065.6,10918.95,3499.8,952.74,96362.91
504,Lucky,Nussii,lnussiidz@mac.com,yu1aOU3aV,121092.0,23201.52,9184.65,3499.8,952.74,84253.29
505,Dasie,Chubb,dchubbe0@squidoo.com,blrgZz9t,164893.0,34867.82,13719.32,3499.8,952.74,111853.32
506,Brietta,Embery,bemberye1@state.tx.us,GgSK9LW2d,97166.0,17158.19,6995.42,3499.8,952.74,68559.85
507,Dani,Arkwright,darkwrighte2@technorati.com,Hsh6sVW,167005.0,35480.3,13955.02,3499.8,952.74,113117.14
508,Clevey,Raittie,craittiee3@omniture.com,sCtCbACL,55418.0,8599.85,3175.48,3158.83,875.6,39608.24
509,Antoinette,Tirrell,atirrelle4@gov.uk,yk8QsRpN,98466.0,17424.69,7114.37,3499.8,952.74,69474.4
510,Hallsy,Sturte,hsturtee5@php.net,NewffL,284694.0,72129.55,27089.12,3499.8,952.74,181022.79
511,Petronilla,Thebeau,pthebeaue6@ucoz.ru,97rOUMx,105255.0,19083.9,7735.57,3499.8,952.74,73982.99
512,Modestine,Hand,mhande7@ameblo.jp,zggU8Y0NUl1,234279.0,55492.6,21462.8,3499.8,952.74,152871.06
513,Harmony,Wheelhouse,hwheelhousee8@alibaba.com,Rz7bGfq,162152.0,34072.93,13413.43,3499.8,952.74,110213.1
514,Rochette,Paur,rpaure9@qq.com,Te8jNYvucya,272650.0,68155.04,25745.01,3499.8,952.74,174297.41
515,Ulrika,Laws,ulawsea@twitpic.com,dKVw4pTbM,172158.0,36974.67,14530.1,3499.8,952.74,116200.69
516,Talia,O'Conor,toconoreb@delicious.com,nISGKcXUI,278383.0,70046.92,26384.81,3499.8,952.74,177498.73
517,Xerxes,Lapsley,xlapsleyec@tripadvisor.com,PsoVWYxRq,170411.0,36468.04,14335.13,3499.8,952.74,115155.29
518,Abran,Aymeric,aaymericed@wikia.com,WESHEhFOuCwX,220869.0,51100.86,19966.25,3499.8,952.74,145349.35
519,Isa,Vasyunkin,ivasyunkinee@cloudflare.com,hUMjDPhQh,39782.0,5967.3,2008.99,2267.57,628.56,28909.58
520,Trixi,Brownsett,tbrownsettef@bloglines.com,mv98IDJUoUj,53431.0,8192.52,2993.67,3045.57,844.21,38355.03
521,Theresa,Trevain,ttrevaineg@com.com,XDbnG4UBwm,87835.0,15245.34,6141.64,3499.8,952.74,61995.48
522,Tory,Gahagan,tgahaganeh@dot.gov,jKnN82sXd,225982.0,52754.59,20536.86,3499.8,952.74,148238.01
523,Ferd,Francombe,ffrancombeei@godaddy.com,Q8BZD0GshqW9,87631.0,15203.52,6122.97,3499.8,952.74,61851.97
524,Gal,Janew,gjanewej@bluehost.com,Dwh7Kv2O9ASF,65184.0,10601.88,4069.07,3499.8,952.74,46060.51
525,Allina,Ladson,aladsonek@blogger.com,uToCRNBv59bq,136348.0,27168.08,10580.58,3499.8,952.74,94146.8
526,Temple,Bagwell,tbagwellel@unc.edu,OEzeZ6qxvSg,271283.0,67703.92,25592.45,3499.8,952.74,173534.09
527,Imelda,Moir,imoirem@elpais.com,1JrPcQOQ,150268.0,30787.28,12087.17,3499.8,952.74,102941.01
528,Zak,Talton,ztaltonen@hud.gov,DkTq0t1,268342.0,66733.39,25264.23,3499.8,952.74,171891.84
529,Robbyn,Olle,rolleeo@microsoft.com,QBCtHG,228696.0,53650.21,20839.74,3499.8,952.74,149753.51
530,Maisey,Jollands,mjollandsep@samsung.com,11AvuiJ3Ht1,94371.0,16585.22,6739.68,3499.8,952.74,66593.56
531,Silas,Rankcom,srankcomeq@ocn.ne.jp,aJDieN,267515.0,66460.49,25171.94,3499.8,952.74,171430.03
532,Ag,Jacmard,ajacmarder@imdb.com,MC0Z6cCFi,67621.0,11101.47,4292.06,3499.8,952.74,47774.93
533,Rabbi,Breach,rbreaches@mediafire.com,2mzINgTz0,83731.0,14404.02,5766.12,3499.8,952.74,59108.32
534,Noellyn,Ealles,nealleset@squarespace.com,Fc87NPbUR1f,219395.0,50673.4,19801.75,3499.8,952.74,144467.31
535,Morgen,Swaddle,mswaddleeu@yelp.com,c4gsjPRT,40992.0,6148.8,2070.1,2336.54,647.67,29788.89
536,Lory,Crowch,lcrowchev@alibaba.com,FbfyZG4Eh,137466.0,27458.76,10682.87,3499.8,952.74,94871.83
537,Verine,Boustred,vboustredew@illinois.edu,x6Oi2Qgj,134646.0,26725.56,10424.84,3499.8,952.74,93043.06
538,Erina,Boulsher,eboulsherex@loc.gov,wIio8b1ox,50486.0,7588.79,2724.2,2877.7,797.68,36497.63
539,Annecorinne,Michie,amichieey@adobe.com,c5s6fthE,49257.0,7388.55,2611.75,2807.65,778.26,35670.79
540,Harlin,Walkley,hwalkleyez@google.de,v6rKdFAy,201134.0,45377.71,17763.82,3499.8,952.74,133539.93
541,Nikoletta,Wilce,nwilcef0@ehow.com,tDLwIC9mdV8,44599.0,6689.85,2252.25,2542.14,704.66,32410.1
542,Pete,Lough,ploughf1@delicious.com,W9JKQHZw,171171.0,36688.44,14419.95,3499.8,952.74,115610.07
543,Gabriellia,Belchamber,gbelchamberf2@china.com.cn,JeXnKTz8o,37823.0,5673.45,1910.06,2155.91,597.6,27485.98
544,Maxine,Normant,mnormantf3@rediff.com,v7HILZ5s,128723.0,25185.58,9882.89,3499.8,952.74,89201.99
545,Richart,Ciardo,rciardof4@over-blog.com,oqNKM1Re5,115444.0,21733.04,8667.86,3499.8,952.74,80590.56
546,Piotr,MacKibbon,pmackibbonf5@nytimes.com,ZFCN7fwJ,98336.0,17398.04,7102.48,3499.8,952.74,69382.94
547,Lorita,Falkous,lfalkousf6@slashdot.org,VpkUOO6geRYU,28010.0,4201.5,1414.51,1596.57,442.56,20354.86
548,Dulcia,Caneo,dcaneof7@dailymail.co.uk,6YC5mGuXn,88937.0,15471.25,6242.47,3499.8,952.74,62770.74
549,Ashia,Anslow,aanslowf8@pcworld.com,vKIlvPoySGC,257502.0,63156.19,24054.49,3499.8,952.74,165838.78
550,Elia,Cappleman,ecapplemanf9@cam.ac.uk,gczG1TaL0,171358.0,36742.67,14440.82,3499.8,952.74,115721.97
551,Deena,Rushworth,drushworthfa@timesonline.co.uk,lOtYCT,173041.0,37230.74,14628.64,3499.8,952.74,116729.08
552,Chan,Sumpton,csumptonfb@360.cn,KjkR1rPdR,208246.0,47440.19,18557.52,3499.8,952.74,137795.75
553,Rosabelle,Dominec,rdominecfc@skyrock.com,4NjTrKS,49686.0,7452.9,2651.0,2832.1,785.04,35964.96
554,Lurline,Stawell,lstawellfd@unc.edu,zBgSkVLnWK,180674.0,39444.31,15480.48,3499.8,952.74,121296.67
555,Shandee,Weinberg,sweinbergfe@amazon.de,HRospDm,48043.0,7206.45,2500.67,2738.45,759.08,34838.35
556,Pearce,Prier,pprierff@wsj.com,3cEjoczsyb,39017.0,5852.55,1970.36,2223.97,616.47,28353.65
557,Hewie,Nyland,hnylandfg@google.it,7y8RaYpthb,121165.0,23220.5,9191.33,3499.8,952.74,84300.63
558,Dominik,Haselgrove,dhaselgrovefh@cnbc.com,RtMFVrOgyik,33804.0,5070.6,1707.1,1926.83,534.1,24565.37
559,Karen,Nabbs,knabbsfi@ox.ac.uk,qk79WWL,155932.0,32269.13,12719.28,3499.8,952.74,106491.05
560,Blinny,Daens,bdaensfj@hp.com,rJcdBSDhbYF,146876.0,29905.36,11708.63,3499.8,952.74,100809.47
561,Hubey,Eastam,heastamfk@com.com,c9TvuPR,266125.0,66001.79,25016.82,3499.8,952.74,170653.85
562,Neall,Enston,nenstonfl@soup.io,gKjbYnecn,54681.0,8448.77,3108.05,3116.82,863.96,39143.4
563,Godwin,Hans,ghansfm@addtoany.com,1repyQwaGe,127751.0,24932.86,9793.95,3499.8,952.74,88571.65
564,Saxe,Lowes,slowesfn@narod.ru,fYTP6wdDfQ,58966.0,9327.19,3500.12,3361.06,931.66,41845.97
565,Roddy,Millin,rmillinfo@google.de,0nWEc8ZJSB,154404.0,31862.64,12548.75,3499.8,952.74,105540.07
566,Tedmund,Kochl,tkochlfp@deviantart.com,3edPGOU1wc,239903.0,57348.52,22090.44,3499.8,952.74,156011.5
567,Timothy,Tabary,ttabaryfq@ebay.co.uk,Wcv1XVy,217459.0,50111.96,19585.69,3499.8,952.74,143308.81
568,Margit,Emlin,memlinfr@cpanel.net,DkSDC7Ch2T,253452.0,61819.69,23602.51,3499.8,952.74,163577.26
569,Verla,Arnauduc,varnauducfs@bloglines.com,JIq9a9iMNMn,240003.0,57381.52,22101.6,3499.8,952.74,156067.34
570,Jacquelynn,Shakelade,jshakeladeft@nasa.gov,LPRe6KLy,211735.0,48452.0,18946.89,3499.8,952.74,139883.57
571,Electra,Fairholme,efairholmefu@biglobe.ne.jp,rVh328,183275.0,40198.6,15770.76,3499.8,952.74,122853.1
572,Augusto,Calender,acalenderfv@gov.uk,wcodQNUmlWbW,71293.0,11854.23,4628.04,3499.8,952.74,50358.19
573,Elli,Snook,esnookfw@netscape.com,UoKxOtS8N,124995.0,24216.31,9541.78,3499.8,952.74,86784.37
574,Shaughn,Megarry,smegarryfx@blinklist.com,KQlxA0Qs,187842.0,41523.03,16280.43,3499.8,952.74,125586.0
575,Tessy,Micallef,tmicalleffy@oracle.com,xURWDYYIdkWF,269031.0,66960.76,25341.13,3499.8,952.74,172276.57
576,Annissa,Jakoub,ajakoubfz@smugmug.com,dwGYBE,34352.0,5152.8,1734.78,1958.06,542.76,24963.6
577,Emelina,Montgomery,emontgomeryg0@illinois.edu,5aal8nXt,140512.0,28250.72,10998.41,3499.8,952.74,96810.33
578,Meagan,Robillard,mrobillardg1@china.com.cn,zSksDsauH,223665.0,51989.98,20278.28,3499.8,952.74,146944.2
579,Theodor,Evensden,tevensdeng2@nba.com,3NjF8xbW,209568.0,47823.57,18705.05,3499.8,952.74,138586.84
580,Cletus,Arnecke,carneckeg3@pen.io,Hz1NJQOqrq,292882.0,74831.6,28044.92,3499.8,952.74,185552.94
581,Rorie,Lemmer,rlemmerg4@usda.gov,W93keD,142985.0,28893.7,11274.39,3499.8,952.74,98364.37
582,Phillip,Matterface,pmatterfaceg5@istockphoto.com,OZFcOMgI,38772.0,5815.8,1957.99,2210.0,612.6,28175.61
583,Georgena,Felgat,gfelgatg6@shutterfly.com,CaFtUmCcyYd,295760.0,75781.33,28394.88,3499.8,952.74,187131.25
584,Aretha,Stelli,astellig7@t.co,5JQJnY9,70350.0,11660.91,4541.76,3499.8,952.74,49694.79
585,Pietra,Kennicott,pkennicottg8@narod.ru,8A5Q7YvZz2,76232.0,12866.72,5079.96,3499.8,952.74,53832.78
586,Kele,Buxcey,kbuxceyg9@shop-pro.jp,j5BL7Vv,136518.0,27212.28,10596.13,3499.8,952.74,94257.05
587,Bret,Kilborn,bkilbornga@facebook.com,JMnZY2,50971.0,7688.22,2768.58,2905.35,805.34,36803.51
588,Schuyler,Dutson,sdutsongb@xrea.com,3ciw8tZNPz,153749.0,31692.34,12475.65,3499.8,952.74,105128.47
589,Sophey,Kilmurry,skilmurrygc@webeden.co.uk,SYz6vYPoqYKk,104609.0,18915.94,7676.46,3499.8,952.74,73564.06
590,Jamison,Broader,jbroadergd@si.edu,XvGSheFzer,231781.0,54668.26,21184.03,3499.8,952.74,151476.17
591,Karlyn,Austick,kaustickge@wsj.com,Zy8pJzx,117968.0,22389.28,8898.81,3499.8,952.74,82227.37
592,Eliot,Pendreigh,ependreighgf@scientificamerican.com,SKdCHW1uDe,178534.0,38823.71,15241.66,3499.8,952.74,120016.09
593,Saree,Bickford,sbickfordgg@senate.gov,m2lZvv,56475.0,8816.54,3272.2,3219.08,892.31,40274.87
594,Dan,Loadsman,dloadsmangh@youku.com,eRbs2he,261642.0,64522.39,24516.51,3499.8,952.74,168150.56
595,Lemmie,Rowan,lrowangi@omniture.com,hT8769GqH,143320.0,28980.81,11311.78,3499.8,952.74,98574.87
596,Jamie,Reinard,jreinardgj@hugedomains.com,Fd353l,212463.0,48663.12,19028.14,3499.8,952.74,140319.2
597,Joshuah,Conyer,jconyergk@cafepress.com,Pfg0SpX,197302.0,44266.43,17336.17,3499.8,952.74,131246.86
598,Genna,Sains,gsainsgl@army.mil,D4fUeDz4l,33948.0,5092.2,1714.37,1935.04,536.38,24670.01
599,Dawna,Byne,dbynegm@delicious.com,spHHPQqfykME,206720.0,46997.65,18387.22,3499.8,952.74,136882.59
600,Lynda,Beaudry,lbeaudrygn@google.com.au,3Eba7goJIhA5,271574.0,67799.96,25624.92,3499.8,952.74,173696.58
601,Shelton,Birtonshaw,sbirtonshawgo@pcworld.com,nNhNhPmj,202390.0,45741.95,17903.99,3499.8,952.74,134291.52
602,Loise,Weerdenburg,lweerdenburggp@dell.com,y98zAlpO3B,48972.0,7345.8,2585.67,2791.4,773.76,35475.37
603,Walden,Daynter,wdayntergq@mail.ru,tIUIGV,148939.0,30441.74,11938.86,3499.8,952.74,102105.86
604,Melisse,Eggar,meggargr@biglobe.ne.jp,6wRRcxu5l,68305.0,11241.69,4354.64,3499.8,952.74,48256.13
605,Roanna,Mallindine,rmallindinegs@tinypic.com,9rHBEXa,161849.0,33985.06,13379.61,3499.8,952.74,110031.79
606,Liza,Brammall,lbrammallgt@ebay.com,TQFkRNaQob,247704.0,59922.85,22961.03,3499.8,952.74,160367.58
607,Rhodie,Cuseck,rcuseckgu@pen.io,EIAtlchLtZxw,119258.0,22724.68,9016.84,3499.8,952.74,83063.94
608,Mary,Faux,mfauxgv@upenn.edu,7O1XkNKhMtn,197153.0,44223.22,17319.54,3499.8,952.74,131157.7
609,Papageno,Gandy,pgandygw@addthis.com,HLRlCnAIZ,225910.0,52730.83,20528.82,3499.8,952.74,148197.81
610,Alvinia,Mooring,amooringgx@addtoany.com,H2Mf1Qb9kEB,86151.0,14900.12,5987.55,3499.8,952.74,60810.79
611,Marmaduke,McInerney,mmcinerneygy@behance.net,ZlR0DI9SI7d,180074.0,39270.31,15413.52,3499.8,952.74,120937.63
612,Rivi,Pennoni,rpennonigz@forbes.com,jPKvitYDR2z,294177.0,75258.94,28202.39,3499.8,952.74,186263.13
613,Kiley,Bahde,kbahdeh0@live.com,y9G41ua,263667.0,65190.64,24742.5,3499.8,952.74,169281.32
614,Chet,Biggerdike,cbiggerdikeh1@jimdo.com,6hXGOEpT8o,222087.0,51469.24,20102.18,3499.8,952.74,146063.04
615,Maryanna,Akister,makisterh2@fotki.com,czVYTZgZt,235874.0,56018.95,21640.8,3499.8,952.74,153761.71
616,Gabriela,MacGauhy,gmacgauhyh3@odnoklassniki.ru,z1LILB0fk,163373.0,34427.02,13549.69,3499.8,952.74,110943.75
617,Ev,Soro,esoroh4@xrea.com,HJwO4MPqgum,253138.0,61716.07,23567.47,3499.8,952.74,163401.92
618,Sigrid,McMaster,smcmasterh5@technorati.com,rRRWnzNyYsh,221862.0,51394.99,20077.07,3499.8,952.74,145937.4
619,Isaiah,Marien,imarienh6@delicious.com,tOwt6HWGhWTa,125786.0,24421.96,9614.15,3499.8,952.74,87297.35
620,Waly,Clougher,wclougherh7@bing.com,pmwE0hl4,48868.0,7330.2,2576.16,2785.48,772.11,35404.05
621,Sharon,Westmoreland,swestmorelandh8@vk.com,6Ptpio2Xu,110886.0,20547.96,8250.8,3499.8,952.74,77634.7
622,Griz,Haile,ghaileh9@wp.com,Ayvc8i6c3noO,45479.0,6821.85,2296.69,2592.3,718.57,33049.59
623,Brice,Bernardos,bbernardosha@msu.edu,GdlImKsbk,95842.0,16886.77,6874.28,3499.8,952.74,67628.41
624,Willow,Coatsworth,wcoatsworthhb@senate.gov,4LrerfwD,234218.0,55472.47,21455.99,3499.8,952.74,152837.0
625,Donelle,Isaacson,disaacsonhc@goo.ne.jp,nc7RW1q78t,246356.0,59478.01,22810.6,3499.8,952.74,159614.85
626,Donia,Harnell,dharnellhd@gmpg.org,Db9tFRQ,207674.0,47274.31,18493.68,3499.8,952.74,137453.47
627,Jayson,Domerq,jdomerqhe@opera.com,OJgBRV3RTwye,25432.0,3814.8,1284.32,1449.62,401.83,18481.43
628,Elfrida,Beet,ebeethf@toplist.cz,72irtrnpG,38123.0,5718.45,1925.21,2173.01,602.34,27703.99
629,Lorrie,Shrubb,lshrubbhg@weebly.com,qkAI8kUn,118194.0,22448.04,8919.49,3499.8,952.74,82373.93
630,Der,Dobbings,ddobbingshh@friendfeed.com,wp2vii,198368.0,44575.57,17455.13,3499.8,952.74,131884.76
631,Ariana,McGuirk,amcguirkhi@house.gov,AJdGk806j,57854.0,9099.23,3398.38,3297.68,914.09,41144.62
632,Magdaia,McShirie,mmcshiriehj@youtu.be,LhTCBb,76562.0,12934.38,5110.16,3499.8,952.74,54064.92
633,Delmore,Christofe,dchristofehk@nsw.gov.au,PMy2Q1g6,131452.0,25895.12,10132.59,3499.8,952.74,90971.75
634,Aveline,Kubin,akubinhl@nature.com,m8waEm9,220316.0,50940.49,19904.53,3499.8,952.74,145018.44
635,Alida,Scarbarrow,ascarbarrowhm@forbes.com,7eSurK19cCFJ,234865.0,55685.98,21528.2,3499.8,952.74,153198.28
636,Philly,Etuck,petuckhn@boston.com,MAFdhp,235018.0,55736.47,21545.27,3499.8,952.74,153283.72
637,Candra,Di Domenico,cdidomenicoho@chronoengine.com,WizMWJC3bszp,108499.0,19927.34,8032.39,3499.8,952.74,76086.73
638,Isabel,Mathewson,imathewsonhp@angelfire.com,StR4cGTB,154656.0,31928.17,12576.88,3499.8,952.74,105698.41
639,Hamel,Meadowcraft,hmeadowcrafthq@sourceforge.net,KuvehVl5,213939.0,49091.16,19192.86,3499.8,952.74,141202.44
640,Ardeen,Bolsteridge,abolsteridgehr@sun.com,qJcME3Ry,245454.0,59180.35,22709.93,3499.8,952.74,159111.18
641,Rogerio,Shaylor,rshaylorhs@hao123.com,3kbuU55,212111.0,48561.04,18988.85,3499.8,952.74,140108.57
642,Clara,MacKilroe,cmackilroeht@oaic.gov.au,GsVINKO,112679.0,21014.14,8414.86,3499.8,952.74,78797.46
643,Collie,Eisenberg,ceisenberghu@admin.ch,kuUivncqF,42247.0,6337.05,2133.47,2408.08,667.5,30700.9
644,Helsa,Spikings,hspikingshv@mac.com,FpPY8AoLj,233887.0,55363.24,21419.06,3499.8,952.74,152652.16
